Title,Model,Gold Weight,Brilliant Weight,Brilliant Type,Color Grade,Clarity,Polish,Quality Type,Guaranty Type,Stone Weight,Price
حلقه ست طلای زرد و سفید عروس با نگین الماس تراش برلیان , srd1419,23/850,0/71 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,118970000
حلقه ست طلای زرد و سفید عروس با نگین الماس تراش برلیان , srd1418,9/440,0/93 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,77190000
حلقه ست طلای عروس با نگین الماس تراش برلیان , srd1417,12/360,1/21 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,101070000
حلقه ست طلای زرد و سفید عروس با نگین الماس تراش برلیان , srd1416,13/040,1/28 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,106640000
حلقه ست طلای عروس سه رنگ با نگین الماس تراش برلیان , srd1415,11/600,1/14 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,94860000
حلقه ست طلای زرد و سفید عروس با نگین الماس تراش برلیان , srd1414,9/250,0/91 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,75600000
حلقه ست ازدواج طلا با نگین الماس تراش برلیان با حکاکی اسامی , srd1413,10/030,0/98 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,81970000
حلقه ست طلای سفید و رزگلد عروس با نگین الماس تراش برلیان , srd1412,6/740,0/66 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,55070000
حلقه ست طلای سفیدو رزگلد عروس با نگین الماس تراش برلیان , srd1411,11/390,1/12 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,93110000
حلقه ست طلای سفید و رزگلد با نگین الماس تراش برلیان , srd1410,13/240,0/26 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,66050000
حلقه ست طلای زرد عروس با نگین الماس تراش برلیان , srd1409,8/020,0/79 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,65570000
حلقه فلاور، پشت حلقه و حلقه مردانه ست با نگین الماس تراش برلیان , srd1408,15/710,1/54 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,128410000
حلقه فلاور، پشت حلقه و حلقه مردانه ست با نگین الماس تراش برلیان , srd1407,12/070,1/18 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,98650000
حلقه، پشت حلقه و حلقه مردانه ست با نگین الماس تراش برلیان , srd1406,13/910,1/36 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,113700000
حلقه، پشت حلقه و حلقه مردانه ست با نگین الماس تراش برلیان و پرنس , srd1405,12/990,1/27 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,106170000
حلقه، پشت حلقه و حلقه مردانه طلا با نگین الماس تراش برلیان و پرنس , srd1404,10/120,0/99 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,82760000
حلقه، پشت حلقه و حلقه مردانه ست با نگین الماس تراش باگت و پرنس , srd1403,10/000,0/98 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,81760000
حلقه فلاور، پشت حلقه و حلقه مردانه ست با نگین الماس تراش برلیان , srd1402,12/580,1/23 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,102830000
حلقه فلاور، پشت حلقه و حلقه مردانه ست با نگین الماس تراش برلیان , srd1401,10/000,0/98 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,81760000
حلقه، پشت حلقه و حلقه مردانه ست با نگین الماس تراش برلیان و پرنس , srd1400,12/560,1/23 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,102660000
حلقه، پشت حلقه و حلقه مردانه ست با نگین الماس تراش برلیان , srd1399,10/430,1/02 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,85270000
حلقه، پشت حلقه و حلقه مردانه ست با نگین الماس تراش برلیان و پرنس , srd1398,11/620,1/14 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,94970000
حلقه، پشت حلقه و حلقه مردانه ست با نگین الماس تراش برلیان و پرنس , srd1397,9/570,0/94 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,78250000
حلقه ست ازدواج طلای سفید با نگین الماس تراش برلیان طرح ورساچی , srd1396,14/360,1/41 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,117380000
حلقه ست ازدواج طلا با نگین الماس تراش برلیان , srd1395,18/470,1/81 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,150960000
حلقه ست ازدواج طلای زرد با نگین الماس تراش برلیان , srd1394,17/480,1/71 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,142930000
حلقه ست ازدواج طلای دو رنگ با نگین الماس تراش برلیان , srd1393,9/530,0/93 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,77890000
حلقه ست ازدواج طلای سه رنگ با نگین الماس تراش برلیان , srd1392,10/710,1/05 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,87520000
حلقه ست ازدواج طلای زرد و سفید با نگین الماس تراش برلیان , srd1391,11/690,1/15 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,95550000
حلقه ست ازدواج طلای سفید با نگین الماس تراش برلیان , srd1390,10/780,1/06 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,88170000
حلقه ست ازدواج طلای زرد با نگین الماس تراش برلیان , srd1389,9/610,0/94 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,78530000
حلقه ست ازدواج طلا با نگین الماس تراش برلیان , srd1388,6/580,0/64 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,53800000
حلقه ست ازدواج طلا با نگین الماس تراش برلیان , srd1387,10/710,1/05 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,87520000
حلقه ست ازدواج طلا با نگین الماس تراش برلیان , srd1386,5/870,0/58 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,48020000
حلقه ست ازدواج طلا با نگین الماس تراش برلیان , srd1385,9/530,0/93 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,77890000
حلقه، پشت حلقه و حلقه مردانه ست طلا با نگین الماس تراش برلیان , srd1384,16/900,1/66 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,138160000
حلقه ست ازدواج طلا با نگین الماس تراش برلیان و پرنس , srd1383,17/090,1/68 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,139730000
حلقه ست ازدواج طلای سه رنگ با نگین الماس تراش برلیان , srd1382,18/190,1/78 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,148700000
حلقه ست ازدواج طلای سفید و رزگلد با نگین الماس تراش برلیان , srd1381,18/000,1/76 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,147130000
حلقه ست ازدواج طلا با نگین الماس تراش برلیان طرح اسم , srd1380,6/930,0/68 سوت,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,56640000
حلقه ست ازدواج طلا با نگین الماس تراش برلیان طرح اسم , srd1379,11/140,1/09 قیراط,برلیان سفید پاک,F.G,FULL CUT - VS,"Excellent , Very Good","Excellent , Very Good",طلایی مادام العمر,مابین 50 سوت تا 2.5 قیراط متغیر,91110000
